Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Duration (sec),Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
118818,All Data,fa6c462980c009a5356d1820282f0491,Stu_866bb416e35ff9be9521168860f70526,ctat_session_021716b6-760b-a9c4-27d2-9064ceb6f6bd,6/10/24 3:07,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,7. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,6/10/24 3:07,7 open response,1,1,,7,open response,"Carla, I know math can be challenging, but remember how you design those amazing custom scarves? Just like creating those scarves, solving math problems is about creativity and problem-solving. Let's tackle this together, and I'll show you how math can be as fun and rewarding as fashion design!",0,0,0.5,0,1,0,0,,,,,Single-KC,,KC1014,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Kevin, Scenario  Carla",,2024-06-10 03:07:37.601 UTC,2024-06-10 03:07:37.602 UTC,
118820,All Data,6d7cd11f87c37021dc84b5aabec480bc,Stu_866bb416e35ff9be9521168860f70526,ctat_session_021716b6-760b-a9c4-27d2-9064ceb6f6bd,6/10/24 3:08,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,6/10/24 3:08,9 open response,1,1,,9,open response,"The approach connects Carla's math assignment to her interest in fashion design, providing encouragement and collaboration, which increases her motivation and engagement with the task.",0,0,0.5,0,1,0,0,,,,,Single-KC,,KC806,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Kevin, Scenario  Carla",,2024-06-10 03:08:07.317 UTC,2024-06-10 03:08:07.318 UTC,
119322,All Data,2fe59f1b1ae3f7f25f8efd4014a99a38,Stu_870306cf7168fc18ed3cc65ae2aab355,ctat_session_549c17ac-7834-47f9-a6f8-1678aa8fa79b,2/5/24 21:25,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,2/5/24 21:25,1 open response,1,1,,1,open response,"I would find a way to integrate her interest into the math she is learning, applying something she is passionate about with something she may not have such a positive association with.",0,0,0,1,1,1,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-02-05 21:25:53.205 UTC,2024-02-05 21:25:53.205 UTC,
119323,All Data,a2b643e84c5b304fab1ab96f644dcf69,Stu_870306cf7168fc18ed3cc65ae2aab355,ctat_session_549c17ac-7834-47f9-a6f8-1678aa8fa79b,2/5/24 21:26,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,2. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,2/5/24 21:26,2 open response,1,1,,2,open response,This will increase her motivation because she will be able to see how math can apply to something she is really interested in,0,0,0,1,1,1,0,,,,,Single-KC,,KC1111,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-02-05 21:26:14.961 UTC,2024-02-05 21:26:14.962 UTC,
119331,All Data,6c91504901aa3c39ecb10d551687cec0,Stu_870306cf7168fc18ed3cc65ae2aab355,ctat_session_549c17ac-7834-47f9-a6f8-1678aa8fa79b,2/5/24 21:37,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Shivang,"6. You are tutoring a student, Shivang, who often struggles to learn math. You encourage him by setting short term goals and breaking down problems. You praise him for working hard, even if he doesn't always get the problems correct. Shivang finds himself",1,2/5/24 21:37,6 open response,1,1,,6,open response,This is intrinsic motivation because Shivang is becoming motivated by meeting the goals that you are setting and personally suceeding,,,,,,,0,,,,,Single-KC,,KC390,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-02-05 21:37:28.905 UTC,2024-02-05 21:37:28.905 UTC,
119335,All Data,f1c2461584d5c3fd048c3f3977a69092,Stu_870306cf7168fc18ed3cc65ae2aab355,ctat_session_549c17ac-7834-47f9-a6f8-1678aa8fa79b,2/5/24 21:39,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,7. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,2/5/24 21:38,7 open response,2,1,,7,open response,"Kevin you are doing a really great job, I know that math is hard work, but you've got this! After we go over homework next week, we can chat more about baseball.",1,1,1,0,0,0,58,,,,,Single-KC,,KC932,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-02-05 21:39:37.438 UTC,2024-02-05 21:39:37.439 UTC,
119337,All Data,e8899727ec35562041b52a426c36975d,Stu_870306cf7168fc18ed3cc65ae2aab355,ctat_session_549c17ac-7834-47f9-a6f8-1678aa8fa79b,2/5/24 21:40,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. Why do you think the approach you selected in Question 8 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,2/5/24 21:40,9 open response,1,1,,9,open response,Because it praises him for the work he has completed and also follows up on a reward that was promised if he did complete the work.,0,1,0.5,1,0,0,0,,,,,Single-KC,,KC1272,,PLUS Tutoring,PLUS Lessons,,,,,Open-response only,"Scenario Carla, Scenario  Kevin",,2024-02-05 21:40:17.328 UTC,2024-02-05 21:40:17.328 UTC,
119858,All Data,eaa9f624f6727297cfaf3233560e3eef,Stu_88691f6436b1f737502850838f422ebe,ctat_session_f0637f27-b98a-0868-7697-fe56fa970bcd,10/7/24 2:49,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,10/7/24 2:47,1 open response,2,1,,1,open response,"Hi Carla, think of math like another design challenge; like your scarves, how you love designing them. Let's work together to untangle those threads!",0,0,0.5,0,0,0,37,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-07 02:49:05.045 UTC,2024-10-07 02:49:05.046 UTC,
119959,All Data,27ea63fb1f15ad165803b8133d77064d,Stu_88691f6436b1f737502850838f422ebe,ctat_session_c4de26a2-2f2b-1986-7c4a-2c5d0580ebad,10/7/24 3:36,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,10/7/24 3:36,3 open response,1,1,,3,open response,She will be energized to finish her assignment so that she can talk about her scarves.,0,0,0,1,1,1,0,,,,,Single-KC,,KC1326,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-07 03:36:00.963 UTC,2024-10-07 03:36:00.964 UTC,
119974,All Data,df6524b0c19b8e2778c4d7f351d9a468,Stu_88691f6436b1f737502850838f422ebe,ctat_session_c4de26a2-2f2b-1986-7c4a-2c5d0580ebad,10/7/24 3:45,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,10/7/24 3:44,9 open response,2,1,,9,open response,"Kevin, I heard you worked hard to complete your lessons for the week! That's impressive! Let's keep that momentum and tackle the next lessons together.",1,1,1,0,0,0,55,,,,,Single-KC,,KC382,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-07 03:45:43.518 UTC,2024-10-07 03:45:43.519 UTC,
119976,All Data,3d5bbbf37d2f68e05f9f17d0ed4d0974,Stu_88691f6436b1f737502850838f422ebe,ctat_session_c4de26a2-2f2b-1986-7c4a-2c5d0580ebad,10/7/24 3:47,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,11. Why do you think the approach you selected in Question 10 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,10/7/24 3:47,11 open response,1,1,,11,open response,It motivates Kevin to share about what he cares about.,0,0,0,1,1,1,0,,,,,Single-KC,,KC92,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-07 03:47:02.298 UTC,2024-10-07 03:47:02.299 UTC,
120506,All Data,7832e77dcc09ecda431c638bd47b6d36,Stu_88c125346df4b1f7910e2afd27bbe61c,ctat_session_2cd7c15a-ae81-3c53-a41a-cfe622527a34,4/18/24 13:42,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,4/18/24 13:42,1 open response,1,1,,1,open response,"You are such a hard worker, you practice math just as well as you practice baseball!",0,0,0.5,1,0,0,0,,,,,Single-KC,,KC410,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-04-18 13:42:41.198 UTC,2024-04-18 13:42:41.199 UTC,
120507,All Data,66d44c5682af43db2867aaa1e0327aec,Stu_88c125346df4b1f7910e2afd27bbe61c,ctat_session_2cd7c15a-ae81-3c53-a41a-cfe622527a34,4/18/24 13:42,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,4/18/24 13:42,3 open response,1,1,,3,open response,Because it provides incentive,0,0,0,1,1,1,0,,,,,Single-KC,,KC175,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-04-18 13:42:59.963 UTC,2024-04-18 13:42:59.964 UTC,
120524,All Data,ae0bedbe0a9ea428a47c6ff7c2f0e5b1,Stu_88c125346df4b1f7910e2afd27bbe61c,ctat_session_2cd7c15a-ae81-3c53-a41a-cfe622527a34,4/18/24 13:45,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,4/18/24 13:45,9 open response,1,1,,9,open response,Relate fashion to math. You can create solutions just like you design scarves!,0,0,0,1,1,1,0,,,,,Single-KC,,KC537,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-04-18 13:45:50.113 UTC,2024-04-18 13:45:50.113 UTC,
120527,All Data,d5286c22592de185d7c7ed400c29cd70,Stu_88c125346df4b1f7910e2afd27bbe61c,ctat_session_2cd7c15a-ae81-3c53-a41a-cfe622527a34,4/18/24 13:46,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,4/18/24 13:46,11 open response,1,1,,11,open response,It will relate something she likes to do math,0,0,0,1,1,1,0,,,,,Single-KC,,KC421,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-04-18 13:46:28.896 UTC,2024-04-18 13:46:28.896 UTC,
121351,All Data,2a6efb2cbb561446e7a0d0b403215d98,Stu_88e05de487bbcd03bfd12fb8aa70845f,ctat_session_2f2dad81-4f8f-bccc-c015-ac88ac5ccd42,2/9/24 23:05,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,7. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,2/9/24 23:05,7 open response,1,1,,7,open response,Relate some concepts to baseball and encourage us to speak more about it after completing the lesson.,0,,,1,,,0,,,,,Single-KC,,KC932,,PLUS Tutoring,PLUS Lessons,,,,,MCQ only,"Scenario Carla, Scenario  Kevin",,2024-02-09 23:05:30.620 UTC,2024-02-09 23:05:30.621 UTC,
121354,All Data,a0847b70000ecf5d59be1d263c33e144,Stu_88e05de487bbcd03bfd12fb8aa70845f,ctat_session_2f2dad81-4f8f-bccc-c015-ac88ac5ccd42,2/9/24 23:05,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. Why do you think the approach you selected in Question 8 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,2/9/24 23:05,9 open response,1,1,,9,open response,Encouraging,0,,,1,,,0,,,,,Single-KC,,KC1272,,PLUS Tutoring,PLUS Lessons,,,,,MCQ only,"Scenario Carla, Scenario  Kevin",,2024-02-09 23:05:59.649 UTC,2024-02-09 23:05:59.649 UTC,
121560,All Data,9ac6a5d31614c8e782658771a40ae38a,Stu_893bec837d8a469920691b9837bb42c9,ctat_session_173e77ae-a684-55b7-74b7-0b9f6a34fc49,1/16/24 0:37,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,1/16/24 0:37,1 open response,1,1,,1,open response,"Carla, I know math can be tough, but let's approach it like a unique design project, just like your custom-made scarves. I'm here to support you, and by mastering these concepts, you'll be adding another layer of creativity to your skills.",0,1,0.5,0,0,0,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-01-16 00:37:06.408 UTC,2024-01-16 00:37:06.409 UTC,
121562,All Data,15d3b4e2ecf31a44d0e7d8ba756dfd24,Stu_893bec837d8a469920691b9837bb42c9,ctat_session_173e77ae-a684-55b7-74b7-0b9f6a34fc49,1/16/24 0:38,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,3. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,1/16/24 0:38,3 open response,1,1,,3,open response,"The approach fosters collaboration, provides positive reinforcement, links to Carla's interests, and expresses confidence in her abilities.",0,1,0.5,1,0,0,0,,,,,Single-KC,,KC276,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-01-16 00:38:43.574 UTC,2024-01-16 00:38:43.575 UTC,
121577,All Data,7b3ea70c5a885e4b831dc28fa8843811,Stu_893bec837d8a469920691b9837bb42c9,ctat_session_173e77ae-a684-55b7-74b7-0b9f6a34fc49,1/16/24 0:43,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,1/16/24 0:43,9 open response,1,1,,9,open response,"Great job on reaching your math goal, Kevin! Let's approach the next lessons like a baseball game â€“ one step at a time. Your dedication is a home run!",1,1,1,0,0,0,0,,,,,Single-KC,,KC382,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-01-16 00:43:55.339 UTC,2024-01-16 00:43:55.340 UTC,
121579,All Data,88a398282ca6f0945b793336f76a802b,Stu_893bec837d8a469920691b9837bb42c9,ctat_session_173e77ae-a684-55b7-74b7-0b9f6a34fc49,1/16/24 0:45,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,11. Why do you think the approach you selected in Question 10 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,1/16/24 0:45,11 open response,1,1,,11,open response,"This approach provides positive reinforcement for Kevin's effort, links to his love of baseball, celebrates achievements, and creates a personalized, engaging learning experience. This combination is likely to boost Kevin's motivation and make the math work more enjoyable for him.",1,1,1,0,0,0,0,,,,,Single-KC,,KC92,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-01-16 00:45:36.615 UTC,2024-01-16 00:45:36.616 UTC,
121904,All Data,1244ab981edca141d318266c5f5f9732,Stu_893fc9f7f4f4bfd8b3f67fb444f6c64b,ctat_session_1f647190-a12b-8615-50c8-5d5e9cfb8dc3,8/5/24 13:42,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/5/24 13:42,1 open response,1,1,,1,open response,"Great work on your math lessons, Kevin.  Just like in baseball, where each practice makes you a better player, every math problem you tackle strengthens your skills. Keep up the hard work, champ.",1,1,1,0,0,0,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 13:42:01.050 UTC,2024-08-05 13:42:01.052 UTC,
121909,All Data,0b726bd67412eabefce11d67419af5b1,Stu_893fc9f7f4f4bfd8b3f67fb444f6c64b,ctat_session_1f647190-a12b-8615-50c8-5d5e9cfb8dc3,8/5/24 13:45,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/5/24 13:45,3 open response,2,1,,3,open response,"This approach leverages Kevin's love for baseball to motivate him by providing a meaningful reward. It reinforces his hard work with immediate positive reinforcement, making learning more enjoyable. Showing interest in his hobbies also strengthens your relationship with him.",0,1,1,0,0,0,5,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 13:45:39.230 UTC,2024-08-05 13:45:39.230 UTC,
121937,All Data,b39b11504ce7dea0cd4b1de909bde54c,Stu_893fc9f7f4f4bfd8b3f67fb444f6c64b,ctat_session_1f647190-a12b-8615-50c8-5d5e9cfb8dc3,8/5/24 13:53,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/5/24 13:52,9 open response,10,1,,9,open response,"Carla, I know you love designing custom-made scarves, and your creativity is amazing. Think of math like designing a new scarf: Each problem is a new pattern to figure out. Just like with your scarves, practice, and persistence will help you get better. Let's tackle this math problem together, and you'll see how your skills can improve, just like your designs do.",1,1,1,0,0,0,7,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 13:53:45.836 UTC,2024-08-05 13:53:45.837 UTC,
121943,All Data,1f0bdb79e867afa7b25766ae6726df14,Stu_893fc9f7f4f4bfd8b3f67fb444f6c64b,ctat_session_1f647190-a12b-8615-50c8-5d5e9cfb8dc3,8/5/24 13:55,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/5/24 13:54,11 open response,5,1,,11,open response,"I believe this approach will best support and increase Carla's motivation because I'm combining encouragement with her personal interest. By working together on the assignment and offering to listen to her talk about her scarves as a reward, I'm connecting her love of fashion with her math work. This makes the learning process more relevant and enjoyable for her, boosting her motivation to complete the assignment and stay engaged.",1,1,1,0,0,0,5,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-05 13:55:09.233 UTC,2024-08-05 13:55:09.233 UTC,
122308,All Data,22e2fd1f4aa0a70465516ed1934e9cf9,Stu_8a047a58472d6c319cfc108e327e6872,ctat_session_4ee9dcea-b44d-71f4-aba1-f4d4a8dbf790,10/20/24 23:47,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,1. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,10/20/24 23:47,1 open response,1,1,,1,open response,Let's complete the assignment. I would like to know more about how you make your scarves at the end of our session as well,0,0,0,1,1,1,0,,,,,Single-KC,,KC434,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-20 23:47:34.042 UTC,2024-10-20 23:47:34.042 UTC,
122312,All Data,447ec4d604fcc4a368c876c34eee534e,Stu_8a047a58472d6c319cfc108e327e6872,ctat_session_4ee9dcea-b44d-71f4-aba1-f4d4a8dbf790,10/20/24 23:48,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,3. Why do you think the approach you selected in Question 2 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,10/20/24 23:48,3 open response,1,1,,3,open response,It gives direction to the tutoring session and also builds trust by talking about topics relevant to the student,0,0,0,1,1,1,0,,,,,Single-KC,,KC1326,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-20 23:48:42.675 UTC,2024-10-20 23:48:42.676 UTC,
122324,All Data,f92291e52414f90211a1eaff05286b4c,Stu_8a047a58472d6c319cfc108e327e6872,ctat_session_4ee9dcea-b44d-71f4-aba1-f4d4a8dbf790,10/20/24 23:51,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,9. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,10/20/24 23:51,9 open response,1,1,,9,open response,I could give him a fun example that is based in baseball to fuel his interest,0,0,0,1,1,1,0,,,,,Single-KC,,KC382,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-20 23:51:02.678 UTC,2024-10-20 23:51:02.679 UTC,
122326,All Data,1ff192914995afbd661d8fc48cbd8df7,Stu_8a047a58472d6c319cfc108e327e6872,ctat_session_4ee9dcea-b44d-71f4-aba1-f4d4a8dbf790,10/20/24 23:52,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,11. Why do you think the approach you selected in Question 10 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,10/20/24 23:52,11 open response,1,1,,11,open response,It provides both extrinsic and intrinsic motivation,0,0,0,1,0,1,0,,,,,Single-KC,,KC92,,PLUS Tutoring,PLUS Lessons,,,,,Mixed,"Scenario Carla, Scenario  Kevin",,2024-10-20 23:52:13.755 UTC,2024-10-20 23:52:13.755 UTC,
122882,All Data,03cdf693429e88d66841d8f0225bad90,Stu_8b4488d5c467698189a1c9572e6581cd,ctat_session_45498eab-1cb2-2f2a-4237-7eb4fd33de56,8/7/24 14:31,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,1. What exactly would you text to Kevin to increase his motivation to complete his math work and increase engagement by leveraging his love of sports and playing baseball?,1,8/7/24 14:31,1 open response,1,1,,1,open response,"Hey Kevin! I've been thinking about how much you love baseball, and I've got a fun idea to help with your math. How about using baseball stats to make your math practice more interesting? You could work with player averages, batting stats, or game scores. It's a way to blend your passion for baseball with your math lessons. What do you think? Let me know if you'd like to try this out!",1,1,1,0,0,0,0,,,,,Single-KC,,KC410,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 14:31:18.990 UTC,2024-08-07 14:31:18.990 UTC,
122886,All Data,a7b47889b04e379cace6bfc437b7641d,Stu_8b4488d5c467698189a1c9572e6581cd,ctat_session_45498eab-1cb2-2f2a-4237-7eb4fd33de56,8/7/24 14:32,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/7/24 14:32,3 open response,1,1,,3,open response,"Regarding the approach I suggested earlier, using baseball stats to make math more engaging can really boost your motivation. It connects your math work to something you're passionate about, making it more relevant and interesting. When you see math problems as part of something you love like analyzing player stats or game scores it can make the work feel less like a chore and more like part of your baseball experience. What do you think about this idea?",1,1,1,0,0,0,0,,,,,Single-KC,,KC175,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 14:32:59.543 UTC,2024-08-07 14:32:59.543 UTC,
122898,All Data,617afd76a3f72e0ccd62227c1444378a,Stu_8b4488d5c467698189a1c9572e6581cd,ctat_session_45498eab-1cb2-2f2a-4237-7eb4fd33de56,8/7/24 14:36,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,9. What exactly would you tell Carla to increase her motivation to learn math and increase her engagement?,1,8/7/24 14:36,9 open response,1,1,,9,open response,"Carla, understanding math can actually help with your fashion designs, like using geometry for perfect scarf measurements or algebra for adjusting patterns. Let's work through this together, and we can also discuss your latest scarf ideas during breaks. This way, math can become a tool to enhance your designs.",1,1,1,0,0,0,0,,,,,Single-KC,,KC537,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 14:36:29.968 UTC,2024-08-07 14:36:29.968 UTC,
122901,All Data,7b5bd46fd2221267570bef936a2a06b0,Stu_8b4488d5c467698189a1c9572e6581cd,ctat_session_45498eab-1cb2-2f2a-4237-7eb4fd33de56,8/7/24 14:37,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Carla,11. Why do you think the approach you selected in Question 11 will best support and increase Carla's motivation to complete her math work and increase engagement?,1,8/7/24 14:37,11 open response,1,1,,11,open response,"The approach of linking math problems to Carla's scarf-making is effective because it makes the math work relevant to her interests. By showing how math is directly related to her passion for designing scarves, it helps her see the practical value of the concepts she's learning. This relevance can boost her motivation to complete the assignment, as she can better understand how mastering math will enhance her skills in something she loves.",1,1,1,0,0,0,0,,,,,Single-KC,,KC421,,E-Learning Course,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-07 14:37:07.184 UTC,2024-08-07 14:37:07.185 UTC,
122981,All Data,53f702bda5010f4825588e1b5eb51d2a,Stu_8b4d04bbfe19f1fa026dd60646f125e7,ctat_session_d9dd5b89-07c5-112f-b232-9bc1228845a8,8/8/24 17:31,UTC,ATTEMPT,,RESULT,,Using Motivational Strategies,Scenario_Kevin,3. Why do you think the approach you selected in Question 2 will best support and increase Kevin's motivation to complete his math work and increase engagement?,1,8/8/24 17:31,3 open response,1,1,,3,open response,"Positive Reinforcement: By acknowledging Kevin's achievement and providing a reward related to his interests, you reinforce his positive behavior. This approach celebrates his success and encourages him to continue putting in effort, knowing that his hard work will lead to rewards that he values. Personal Connection: The reward of talking about baseball directly connects with Kevin's passion. This personal touch makes the reward more meaningful and motivating, as it taps into his interests rather than offering a generic or unrelated incentive.",1,1,1,0,0,0,0,,,,,Single-KC,,KC175,,FOCUSEDUMATICS,PLUS Lessons,,,,,Mixed,"Scenario Kevin, Scenario  Carla",,2024-08-08 17:31:03.014 UTC,2024-08-08 17:31:03.014 UTC,
