Row,Sample Name,Transaction Id,Anon Student Id,Session Id,Time,Time Zone,Duration (sec),Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level (Lesson),Level (Level2),Problem Name,Problem View,Problem Start Time,Step Name,Attempt At Step,Is Last Attempt,Outcome,Selection,Action,Input,Rater 1: Obviously AI-generated Response (yes=1; no= 0),Rater 2: Obviously AI-generated Response (yes=1; no= 0),Source of Truth: Obviously AI-generated,"Rater 1: Authentic, Real Person Response (yes=1; no=0)","Rater 2: Authentic, Real Person Response (yes=1; no=0)","Source of Truth: Authentic, Real Person",Feedback Text,Feedback Classification,Help Level,Total Num Hints,KC (Single-KC),KC Category (Single-KC),KC (Unique-step),KC Category (Unique-step),School,Class,CF (AI_Evaluation),CF (AI_Rephrased_Response),CF (AI_Request_Counter),CF (AiEnabled),CF (Condition),CF (Counterbalanced),CF (Sequence),CF (tool_event_time),CF (tutor_event_time),Event Type
166976,All Data,f35f202afe50f46b9a1188c67a2339ce,Stu_b700b350c6345ebec72e0df5f77ac664,ctat_session_99b17e99-4212-34cb-7fa8-cef0861909ab,8/9/2024 16:44,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,8/9/2024 16:44,11 open response,1,1,,11,open response,"The selected approach is effective because it addresses Imani's boredom by offering her a new challenge. By introducing more difficult problems, it stimulates her curiosity and encourages her to use her skills in a more demanding context. This approach helps her stay engaged and motivated by providing opportunities for growth and mastery, rather than just reinforcing her existing abilities. It shifts the focus from innate talent to continued effort and development, which can keep her interested and invested in her learning.",1,1,1,0,0,0,,,,,Single-KC,,KC76,,FEV TUTOR,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-08-09 16:44:28.371 UTC,2024-08-09 16:44:28.372 UTC,
38102,All Data,6ca1249ac23db8db23d73e58a4813bfc,Stu_2d0e38e988cba97686595badb09796b0,ctat_session_f0c5dffd-6068-664e-54d2-2231e79dd094,6/26/2024 21:18,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,6/26/2024 21:18,11 open response,1,1,,11,open response,"his approach aligns with principles of motivational theory and educational psychology by promoting autonomy, competence, and relatedness. It respects Imani's existing abilities while challenging her to strive for further growth, creating an environment that is conducive to sustained motivation and engagement in learning math.",0,0,0,1,1,1,,,,,Single-KC,,KC76,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-06-26 21:18:16.307 UTC,2024-06-26 21:18:16.308 UTC,
114080,All Data,834f8f7a7362f79e61aa6689f55f4209,Stu_7f292611813d1de43aebe4c5a89a8075,ctat_session_5f35b97c-bc04-7774-9163-571b71cc5446,7/22/2024 19:44,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,7/22/2024 19:43,11 open response,2,1,,11,open response,When you encourage a student to work hard on math problems and praise them for putting forth effort you are motivating them to continue working hard.,0,0,0,0,0,0,,,,,Single-KC,,KC76,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-07-22 19:44:02.581 UTC,2024-07-22 19:44:02.582 UTC,
101471,All Data,3830cfac01d04e7835b90746e7fee737,Stu_765ad93463b2843ea27f4a8bda5b8d58,ctat_session_f3f76694-64ee-3caf-5f81-c9710da53c2e,3/1/2024 18:20,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,2,3/1/2024 18:20,9 open response,1,1,,9,open response,"Imani, those problems must be too easy for you. Let's try some more challenging problems that can make you even stronger at math.",0,0,0.5,0,1,0,,,,,Single-KC,,KC871,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-03-01 18:20:41.637 UTC,2024-03-01 18:20:41.637 UTC,
69116,All Data,8c6f3bb80f1fd4094107939ed5d4bd04,Stu_4f2e827acac4931f7f766546b72e630a,ctat_session_a57d1370-510e-b22e-afba-8eb90c674d33,11/29/2024 4:44,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Juan,9. What exactly would you say to Juan to increase his motivation to complete his math work and increase his engagement to learn?,1,11/29/2024 4:44,9 open response,1,1,,9,open response,I would applaud Juan for his continued efforts in trying multiple methods for solving the math problems.,0,0,0,0,1,1,,,,,Single-KC,,KC830,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Imani, Scenario  Juan",,2024-11-29 04:44:04.307 UTC,2024-11-29 04:44:04.308 UTC,
76069,All Data,b7cba16a0b7a0959cd9c779f218458a1,Stu_57ea178b1556672036ed5a991a0b4ea0,ctat_session_0b4dd07f-8687-7504-5eb5-3f1ab4aba16f,8/16/2024 17:06,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,8/16/2024 17:06,11 open response,1,1,,11,open response,"Offers challenge, encourages growth.",0,0,0,1,1,1,,,,,Single-KC,,KC76,,Air Tutors,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-08-16 17:06:52.726 UTC,2024-08-16 17:06:52.727 UTC,
47269,All Data,8bcdec8811850f2aab1fa2b65852efed,Stu_3947e8f60babb429c4017a01e8926dd3,ctat_session_b19e924c-b2dc-415e-33ce-3d3c79f3bf1d,7/25/2024 16:59,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,7/25/2024 16:59,11 open response,1,1,,11,open response,"The selected approach will best support and increase Imani's motivation and engagement for the following reasons: Encourages Continuous Challenge: By suggesting more challenging problems, this approach keeps Imani intellectually stimulated and engaged. It helps her move beyond her current comfort zone and continue growing her skills. Focuses on Growth: This strategy emphasizes that learning is an ongoing process. It aligns with a growth mindset by encouraging Imani to see challenges as opportunities for further development rather than just reinforcing her existing abilities. Prevents Complacency: Providing more difficult problems helps prevent her from becoming complacent with her current level of proficiency. It ensures that she remains motivated and sees value in pushing her boundaries. Maintains Engagement: When students are bored or unchallenged, they may lose interest. Introducing more complex problems keeps the material engaging and relevant, making it more likely that she will stay invested in her learning.",1,1,1,0,0,0,,,,,Single-KC,,KC76,,Tutor Teens,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-07-25 16:59:35.516 UTC,2024-07-25 16:59:35.517 UTC,
116137,All Data,3785deeec7954d8eb08a737c580c7b8e,Stu_81cafc3da710a87d8a2c049d1f1defcb,ctat_session_cc6d6987-ad0f-b246-e569-bd8f0af2a21a,11/10/2024 4:37,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,11/10/2024 4:37,11 open response,1,1,,11,open response,So that they will give effort and work hard,0,0,0,1,1,1,,,,,Single-KC,,KC76,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-11-10 04:37:41.704 UTC,2024-11-10 04:37:41.705 UTC,
66858,All Data,a199c6b3d03fa87d3ead94aca86cbc17,Stu_4d81b96f8ed2e51eed8287ef40af3d78,ctat_session_cabb4f88-e132-c67f-831f-5eea19f310e7,1/13/2025 3:12,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,2,1/13/2025 3:12,9 open response,1,1,,9,open response,Imani I appreciate your effort. Let's try some more challenging problems.,0,0,0,1,1,1,,,,,Single-KC,,KC871,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,TRUE,Mixed,"Scenario Juan, Scenario  Imani",,2025-01-13 03:12:32.777 UTC,2025-01-13 03:12:32.777 UTC,
1922,All Data,7ca7956272cd9a371076e8adb72b7e7a,Stu_0242fd0dec342d2dcaee149d987b82d4,ctat_session_69183d27-9f1a-e425-a0dc-b7c94404d691,7/25/2024 13:39,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,9. What exactly would you say to Imani to increase her motivation to learn math and increase engagement?,1,7/25/2024 13:39,9 open response,1,1,,9,open response,"Scenario 2: Motivating Imani Question 9: What exactly would you say to Imani to increase her motivation to learn math and increase engagement? Possible Response: ""Imani, it's fantastic that you're so good at math! You clearly have a natural talent for it. But have you ever thought about pushing yourself beyond just getting the right answers? What if we tried to solve problems in different ways, or tried to find even more challenging ones? There's so much more to math than just getting the correct answer. Maybe we can explore some math puzzles or competitions to keep things interesting.""",1,1,1,0,0,0,,,,,Single-KC,,KC871,,Focus Edumatics,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2024-07-25 13:39:48.093 UTC,2024-07-25 13:39:48.093 UTC,
195338,All Data,4af21bddffc97f007c736600076b49af,Stu_de0f355ca6ed08dd40738885aed4c9e0,ctat_session_9e40327f-0a6a-fa54-dc68-642586bf3cb9,10/12/2023 18:37,UTC,0,ATTEMPT,,RESULT,,Supporting a Growth Mindset,Scenario_Imani,11. Why do you think the approach you selected will best support and increase Imani's motivation to learn and her engagement to persevere in solving math problems?,1,10/12/2023 18:37,11 open response,1,1,,11,open response,You are complimenting her and telling her she can be even better.,0,0,0,1,1,1,,,,,Single-KC,,KC76,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Juan, Scenario  Imani",,2023-10-12 18:37:02.702 UTC,2023-10-12 18:37:02.703 UTC,
124478,All Data,39f5e7a712749050fb53c76972010f25,Stu_8c4f484ae395c424b8b2b056d93a1bef,ctat_session_c4b06b88-5527-d4e2-98a0-71aff8bdb886,8/8/2024 15:53,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,8/8/2024 15:53,11 open response,1,1,,11,open response,"This approach directly involves Alexis in addressing her own problem. By encouraging her to speak with her teacher, you empower her to take control of the situation and advocate for her needs. This is crucial for developing self-advocacy skills, which are essential for navigating various challenges.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,Focus edumatics,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-08 15:53:42.775 UTC,2024-08-08 15:53:42.775 UTC,
92627,All Data,094fdc1b8605fe94bddc527a44640e66,Stu_6b1ebef7c6ef8b030d0d2f4a1700f4c8,ctat_session_5473bef8-c836-3744-73aa-bd23d893b133,9/29/2024 1:17,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,2,9/29/2024 1:17,11 open response,1,1,,11,open response,"This approach helps Alexis advocate for herself by giving her the tools to express her needs clearly and confidently. It promotes independence and problem-solving while addressing the root cause of her struggles, rather than just focusing on the symptoms.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-09-29 01:17:12.443 UTC,2024-09-29 01:17:12.444 UTC,
144994,All Data,3b0ec2e7721fd18fa4c94e1b791af42b,Stu_9d07f77426586532960018af2a21870d,ctat_session_f643270a-3300-1681-e9f7-68583ac41462,6/14/2024 18:42,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,6/14/2024 18:42,11 open response,1,1,,11,open response,"Teaches her critical hope, explains to her how to better her situation herself.",0,0,0,1,1,1,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-06-14 18:42:28.379 UTC,2024-06-14 18:42:28.380 UTC,
133233,All Data,076de91e61fa01ca84b5dd1211660e07,Stu_9282f325c250a742e4346b3ccc891c59,ctat_session_0033cf76-0579-eb5a-fe7d-bae3e358193f,10/17/2024 21:16,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,10/17/2024 21:16,11 open response,1,1,,11,open response,"This response chooses to deal with her problem with her, and not quesion her or offer solutions that are not immediate or practical. The tutor is actually offering to help in this situation.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-10-17 21:16:01.915 UTC,2024-10-17 21:16:01.916 UTC,
207462,All Data,f9dc0cab78b0c7f75e98704a28d529da,Stu_ecb8dcc6ddea52bdfc6c66b7fbdf51a4,ctat_session_ee64f293-4b3d-b4a4-6d35-df9ed38c6e7d,10/23/2024 0:42,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,10/23/2024 0:42,11 open response,1,1,,11,open response,"By providing tools to empower the student, you can help them remedy the problem on their own. This often creates positive outcomes and gives students voice and a role in their own learning.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-10-23 00:42:01.906 UTC,2024-10-23 00:42:01.907 UTC,
220245,All Data,e531d5c21a84d040dd05f720bece16f8,Stu_fbe51e21822a570d2d33fa9903a45fa9,ctat_session_92ffb5a0-8c3e-6807-d955-4a3d9afcf153,10/10/2024 14:32,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,10/10/2024 14:32,11 open response,1,1,,11,open response,"By providing a scenario, Alexis is encouraged to address the issue and practice how she would talk to her teacher. She can stand up for herself and figure out a solution to showcase her math abilities and not do poorly on the exam.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-10-10 14:32:18.067 UTC,2024-10-10 14:32:18.068 UTC,
208255,All Data,7d57f6a1817fff95d44db0a48a6228a4,Stu_edc076f417fae5c24e48ab93e15f5451,ctat_session_76bf233f-3e0a-a9b1-4357-5498717a56dc,10/23/2024 18:59,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,9. What exactly would you say OR how exactly would you respond in order to<span  style='color: #0000ff;'> </span>help Jeremiah manage the inequity related to his learning by assisting him to advocate for himself?<br/>,1,10/23/2024 18:59,9 open response,1,1,,9,open response,I would try to understand the exact challenges that Jeremiah faces.,0,0,0,1,1,1,,,,,Single-KC,,KC939,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2024-10-23 18:59:15.657 UTC,2024-10-23 18:59:15.657 UTC,
168726,All Data,766be9b2239f6a89f8a4bd48eb0775ee,Stu_b9d1ee857721cbd9075d3ce566560b37,ctat_session_6891f9d1-b8a9-64b5-ef8e-1455d75bef82,8/29/2024 2:27,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,8/29/2024 2:27,11 open response,1,1,,11,open response,"Often young people have trouble speaking to older adults/ authority figures, so it might help her to be able to walk through what she would say to the teacher with me. Sometimes going through an practiced experience can make the real experience easier to navigate.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-29 02:27:31.343 UTC,2024-08-29 02:27:31.343 UTC,
68253,All Data,8150e09e489a1b280b85991a248bc983,Stu_4e5cf1929ebc473b538613624251b07d,ctat_session_7ea77f39-afe1-b245-df70-be52183a5cb1,8/20/2024 15:42,UTC,1,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,2,8/20/2024 15:42,11 open response,2,1,,11,open response,This approach empowers Alexis with the language and confidence to converse with her teacher and resolve the issue by advocating for herself.,0,1,1,0,0,0,,,,,Single-KC,,KC1105,,Focus,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-20 15:42:04.916 UTC,2024-08-20 15:42:04.916 UTC,
142781,All Data,990f3027f7c273d9d4476736816458c0,Stu_9bfba8ce6a945dd4949c5784505a215d,ctat_session_f84d44c2-0e36-e740-538b-2fdfe06571d7,6/22/2024 22:09,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,6/22/2024 22:09,11 open response,1,1,,11,open response,I am helping her to communicate her problem to the teacher first.,0,0,0,1,1,1,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-06-22 22:09:49.212 UTC,2024-06-22 22:09:49.212 UTC,
203366,All Data,9bb55aba7dcb67169b80f1c692729dac,Stu_e6abe7e480579ff1bf4af79d8a861554,ctat_session_8a6f3cbd-d047-960d-2453-bb4512b4dbaa,1/14/2025 14:18,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,1/14/2025 14:18,11 open response,1,1,,11,open response,"This approach helps Alexis develop self-advocacy skills by giving her a safe space to practice communicating her needs. It empowers her to address the issue directly with her teacher, fostering a sense of control over her learning environment and promoting problem-solving.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,FALSE,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2025-01-14 14:18:36.658 UTC,2025-01-14 14:18:36.658 UTC,
62711,All Data,731ad719d30363b4d365b5d706934405,Stu_497d9ebcb8cd369f2bcd10adb30928c1,ctat_session_6c7cbf64-4e65-8f18-a1ba-9937a4b4049a,10/20/2024 23:06,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,9. What exactly would you say OR how exactly would you respond in order to<span  style='color: #0000ff;'> </span>help Jeremiah manage the inequity related to his learning by assisting him to advocate for himself?<br/>,2,10/20/2024 23:06,9 open response,1,1,,9,open response,Before beginning the sessions lets discuss how we can effectively talk to your teacher and make her aware of the fact that you are unable to complete the online portion of the assignment.,0,0,0,1,1,1,,,,,Single-KC,,KC939,,CMU E-Learning Design Principles Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2024-10-20 23:06:26.885 UTC,2024-10-20 23:06:26.885 UTC,
23200,All Data,713e878bbf17722af225875f92e3b663,Stu_1da5ef89020b8f375fe43d623c23960f,ctat_session_64d8ca84-6a66-b9fe-638d-e9bdfd23f57f,11/27/2024 21:24,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,11. Why do you think the approach you selected in the previous question will best support Jeremiah by assisting him with advocating for himself? <br/>,1,11/27/2024 21:24,11 open response,1,1,,11,open response,Because we can work together to fix it for him.,0,0,0,1,1,1,,,,,Single-KC,,KC839,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2024-11-27 21:24:11.311 UTC,2024-11-27 21:24:11.311 UTC,
54748,All Data,40417e8950cecdc11a5a9f283e06b346,Stu_3fa8037866e29795ac7f18a2f020f42e,ctat_session_75d09caa-bb5f-3ea4-b37f-82b85c58716c,1/4/2025 19:07,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,11. Why do you think the approach you selected in the previous question will best support Jeremiah by assisting him with advocating for himself? <br/>,1,1/4/2025 19:07,11 open response,1,1,,11,open response,The response utilizes critical hope to support the student in advocating for himself.,0,0,0,1,1,1,,,,,Single-KC,,KC839,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,TRUE,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2025-01-04 19:07:00.170 UTC,2025-01-04 19:07:00.172 UTC,
196699,All Data,4b495f8217abc136e32d8bd576eaebb5,Stu_dfb30253d2ced93c8bcaee9238f42963,ctat_session_a9d875f4-708f-a0aa-1a7d-ba41f6851aeb,9/3/2024 15:11,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,9/3/2024 15:11,11 open response,1,1,,11,open response,It gives her the opportunity to learn how to express her learning needs.,0,0,0,1,1,1,,,,,Single-KC,,KC1105,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-09-03 15:11:05.631 UTC,2024-09-03 15:11:05.631 UTC,
41189,All Data,9e056437398e5b99bafc68af0fb58acb,Stu_303bfe19b8572b1401f029c8a110b7d7,ctat_session_d7bef0f9-6fec-0ffc-325b-693d0b9c6bc9,8/20/2024 14:28,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,8/20/2024 14:28,11 open response,1,1,,11,open response,"This approach is effective because it helps Alexis develop the skills to communicate her needs and concerns directly to her teacher. By practicing how to address the issue, Alexis gains confidence and learns how to advocate for herself. This proactive strategy helps her address the problem with the noisy heater and ensures that her concerns are taken seriously by her teacher.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-20 14:28:46.383 UTC,2024-08-20 14:28:46.384 UTC,
66406,All Data,0f4a6382c579579aee1d9c03991212ee,Stu_4d81b96f8ed2e51eed8287ef40af3d78,ctat_session_9503f4b1-92a7-a48a-7e95-955461890ec1,1/12/2025 5:03,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,1/12/2025 5:03,11 open response,1,1,,11,open response,This approach allows Alexis to be able to practice communicating with her teacher on how to approach her teacher and her situation. This approach is giving her a resource.,0,1,1,0,0,0,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,FALSE,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2025-01-12 05:03:14.267 UTC,2025-01-12 05:03:14.267 UTC,
144554,All Data,8af3e59bac7736eaca7c8b9c7fb2b007,Stu_9cc6492185df3470c4fb5bf5176ef7db,ctat_session_01223618-2b6e-0ab3-9c00-d8adb3dacc21,12/29/2024 15:27,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,12/29/2024 15:27,11 open response,1,1,,11,open response,This solution encourages Alexis to voice out her concerns  to find a permanent solution to her problem. It gives her practice speaking up about an unfair situation and increases her problem solving skills.,1,1,1,0,0,0,,,,,Single-KC,,KC1105,,Tutor Teens,[REDACTED] Lessons,,,,FALSE,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-12-29 15:27:51.438 UTC,2024-12-29 15:27:51.440 UTC,
216766,All Data,1b3034a34dec22150f0e388e9480e4dc,Stu_f570e8ab996151473e234f268aff076c,ctat_session_40a21079-242d-7950-aef9-78b799a03f62,1/25/2024 4:14,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,11. Why do you think the approach you selected in the previous question will best support Jeremiah by assisting him with advocating for himself? <br/>,1,1/25/2024 4:14,11 open response,1,1,,11,open response,Discussing the plan with the student will provide them how to stand up for the inequity.,0,0,0,1,1,1,,,,,Single-KC,,KC839,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2024-01-25 04:14:06.747 UTC,2024-01-25 04:14:06.748 UTC,
45317,All Data,b39a320a386e2145fc735af087f5b113,Stu_36191b3c9beddd3fe71deeb89d30e576,ctat_session_c2ffd5b6-06d4-2bab-2f0b-f62f70dbace7,1/13/2025 19:48,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Jeremiah,11. Why do you think the approach you selected in the previous question will best support Jeremiah by assisting him with advocating for himself? <br/>,1,1/13/2025 19:48,11 open response,1,1,,11,open response,Jeremiah will be able to communicate to his teacher that he is trying his best with his current situation and that he is willing to create a plan with the teacher to help him be successful.,1,1,1,0,0,0,,,,,Single-KC,,KC839,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,FALSE,Mixed,"Scenario Alexis, Scenario  Jeremiah",,2025-01-13 19:48:10.178 UTC,2025-01-13 19:48:10.178 UTC,
81547,All Data,9f385ae61121a7a8d3ba142bbac8a050,Stu_5be0fc358335c76381c124fbab764f95,ctat_session_f92b622a-1134-92ca-1090-92c2e90e4ead,8/9/2024 20:41,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,8/9/2024 20:41,11 open response,1,1,,11,open response,"It addresses the specific issue of not hearing the questions, provides practical solutions, and empowers Alexis to communicate her needs directly to her teacher, helping to improve her quiz performance.",1,1,1,0,0,0,,,,,Single-KC,,KC1105,,E-Learning Course,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-08-09 20:41:19.855 UTC,2024-08-09 20:41:19.856 UTC,
12325,All Data,3bcf56421e07f136a0dffb9898ba37c9,Stu_12bf9f5a2361d1616b5923074e05c17e,ctat_session_ad446b50-1709-3f68-132e-697195dee13a,6/12/2024 2:47,UTC,0,ATTEMPT,,RESULT,,Helping Students Manage Inequity,Scenario_Alexis,11. Why do you think the approach you selected in the previous question will best support Alexis by assisting her with advocating for herself? <br/>,1,6/12/2024 2:47,11 open response,1,1,,11,open response,Giving a practical solution,0,0,0,1,1,1,,,,,Single-KC,,KC1105,,[REDACTED] Tutoring,[REDACTED] Lessons,,,,,Mixed,"Scenario Jeremiah, Scenario  Alexis",,2024-06-12 02:47:30.825 UTC,2024-06-12 02:47:30.826 UTC,
